chrom,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockstart,blockSizes,blockStarts,blackend,start,end,Intron,severity
21909ref,6488,6724,JUNC00000188,5,-,6488,6724,255;0;0,2,23,146,0,90,6511,6578,67,1
21909ref,7362,7725,JUNC00000193,269,-,7362,7725,255;0;0,2,149,147,0,216,7511,7578,67,1
21909ref,4205,4455,JUNC00000147,2,-,4205,4455,255;0;0,2,145,47,0,203,4350,4408,58,1
21909ref,4389,4685,JUNC00000151,930,-,4389,4685,255;0;0,2,108,130,0,166,4497,4555,58,1
21909ref,4864,5072,JUNC00000162,1,-,4864,5072,255;0;0,2,43,107,0,101,4907,4965,58,1
21909ref,8372,8581,JUNC00000219,2,+,8372,8581,255;0;0,2,116,35,0,174,8488,8546,58,1
21909ref,955,1306,JUNC00000044,4430,-,955,1306,255;0;0,2,146,148,0,203,1101,1158,57,1
21909ref,1781,2033,JUNC00000089,13,+,1781,2033,255;0;0,2,50,148,0,104,1831,1885,54,1
21909ref,826,1171,JUNC00000026,34,+,826,1171,255;0;0,2,143,149,0,196,969,1022,53,1
21909ref,4791,5140,JUNC00000163,73,+,4791,5140,255;0;0,2,147,149,0,200,4938,4991,53,1
21909ref,1820,2061,JUNC00000090,3,-,1820,2061,255;0;0,2,40,149,0,92,1860,1912,52,1
21909ref,1684,2029,JUNC00000088,32,+,1684,2029,255;0;0,2,145,149,0,196,1829,1880,51,1
21909ref,2433,2776,JUNC00000109,7,+,2433,2776,255;0;0,2,147,147,0,196,2580,2629,49,1
21909ref,5681,6009,JUNC00000173,10,+,5681,6009,255;0;0,2,149,130,0,198,5830,5879,49,1
21909ref,9989,10186,JUNC00000242,4,+,9989,10186,255;0;0,2,143,9,0,188,10132,10177,45,1
21909ref,891,1221,JUNC00000036,5,+,891,1221,255;0;0,2,147,140,0,190,1038,1081,43,1
21909ref,9013,9212,JUNC00000228,10,+,9013,9212,255;0;0,2,149,8,0,191,9162,9204,42,1
21909ref,599,808,JUNC00000014,122,-,599,808,255;0;0,2,145,23,0,186,744,785,41,1
21909ref,7631,7968,JUNC00000208,74,+,7631,7968,255;0;0,2,148,148,0,189,7779,7820,41,1
21909ref,7512,7777,JUNC00000199,5,+,7512,7777,255;0;0,2,148,81,0,184,7660,7696,36,1
21909ref,2168,2501,JUNC00000097,21,+,2168,2501,255;0;0,2,148,150,0,183,2316,2351,35,1
21909ref,2448,2782,JUNC00000113,3827,-,2448,2782,255;0;0,2,150,149,0,185,2598,2633,35,1
21909ref,9535,9868,JUNC00000238,6,-,9535,9868,255;0;0,2,149,149,0,184,9684,9719,35,1
21909ref,963,1153,JUNC00000045,6,+,963,1153,255;0;0,2,148,8,0,182,1111,1145,34,1
21909ref,2658,2988,JUNC00000120,21,+,2658,2988,255;0;0,2,148,148,0,182,2806,2840,34,1
21909ref,8245,8430,JUNC00000215,1,+,8245,8430,255;0;0,2,37,114,0,71,8282,8316,34,1
21909ref,9680,9984,JUNC00000239,455,-,9680,9984,255;0;0,2,144,126,0,178,9824,9858,34,1
21909ref,946,1277,JUNC00000041,31,+,946,1277,255;0;0,2,149,149,0,182,1095,1128,33,1
21909ref,1842,2031,JUNC00000092,6,+,1842,2031,255;0;0,2,147,9,0,180,1989,2022,33,1
21909ref,5504,5780,JUNC00000169,21,-,5504,5780,255;0;0,2,96,147,0,129,5600,5633,33,1
21909ref,733,961,JUNC00000020,6,+,733,961,255;0;0,2,145,51,0,177,878,910,32,1
21909ref,6822,7103,JUNC00000191,291,-,6822,7103,255;0;0,2,103,147,0,134,6925,6956,31,1
21909ref,979,1305,JUNC00000070,314,-,979,1305,255;0;0,2,149,147,0,179,1128,1158,30,1
21909ref,6106,6434,JUNC00000185,20,+,6106,6434,255;0;0,2,149,150,0,178,6255,6284,29,1
21909ref,2473,2796,JUNC00000114,57,-,2473,2796,255;0;0,2,148,147,0,176,2621,2649,28,1
21909ref,3229,3433,JUNC00000133,76,-,3229,3433,255;0;0,2,28,149,0,55,3257,3284,27,1
21909ref,3022,3345,JUNC00000131,85,+,3022,3345,255;0;0,2,149,149,0,174,3171,3196,25,1
21909ref,3674,3915,JUNC00000139,3,-,3674,3915,255;0;0,2,68,148,0,93,3742,3767,25,1
21909ref,506,824,JUNC00000012,16,+,506,824,255;0;0,2,150,144,0,174,656,680,24,1
21909ref,1029,1224,JUNC00000038,9,+,1029,1224,255;0;0,2,26,145,0,50,1055,1079,24,1
21909ref,7426,7633,JUNC00000198,31,+,7426,7633,255;0;0,2,150,33,0,174,7576,7600,24,1
21909ref,4237,4434,JUNC00000149,51,+,4237,4434,255;0;0,2,145,29,0,168,4382,4405,23,1
21909ref,9831,10132,JUNC00000240,259,+,9831,10132,255;0;0,2,139,139,0,162,9970,9993,23,1
21909ref,9831,10149,JUNC00000241,18,+,9831,10149,255;0;0,2,147,148,0,170,9978,10001,23,1
21909ref,7549,7815,JUNC00000200,5,+,7549,7815,255;0;0,2,125,119,0,147,7674,7696,22,1
21909ref,8192,8508,JUNC00000216,28,-,8192,8508,255;0;0,2,148,147,0,169,8340,8361,21,1
21909ref,977,1292,JUNC00000065,80,+,977,1292,255;0;0,2,150,145,0,170,1127,1147,20,1
21909ref,3769,3961,JUNC00000141,3,-,3769,3961,255;0;0,2,150,22,0,170,3919,3939,20,1
21909ref,8300,8619,JUNC00000218,8,+,8300,8619,255;0;0,2,149,150,0,169,8449,8469,20,1
21909ref,945,1137,JUNC00000025,132,+,945,1137,255;0;0,2,24,149,0,43,969,988,19,1
21909ref,4730,4922,JUNC00000160,104,+,4730,4922,255;0;0,2,35,139,0,53,4765,4783,18,1
21909ref,966,1258,JUNC00000048,72,+,966,1258,255;0;0,2,150,125,0,167,1116,1133,17,1
21909ref,7963,8278,JUNC00000213,84,-,7963,8278,255;0;0,2,149,149,0,166,8112,8129,17,1
21909ref,2668,2883,JUNC00000122,20,-,2668,2883,255;0;0,2,148,51,0,164,2816,2832,16,1
21909ref,7535,7847,JUNC00000202,26,-,7535,7847,255;0;0,2,150,146,0,166,7685,7701,16,1
21909ref,7980,8277,JUNC00000214,26,+,7980,8277,255;0;0,2,149,132,0,165,8129,8145,16,1
21909ref,1244,1416,JUNC00000081,16,+,1244,1416,255;0;0,2,149,8,0,164,1393,1408,15,1
21909ref,4714,5028,JUNC00000161,3,-,4714,5028,255;0;0,2,149,150,0,164,4863,4878,15,1
21909ref,9092,9260,JUNC00000232,16,+,9092,9260,255;0;0,2,145,8,0,160,9237,9252,15,1
21909ref,8774,9081,JUNC00000223,3,-,8774,9081,255;0;0,2,145,148,0,159,8919,8933,14,1
21909ref,8954,9123,JUNC00000227,13,+,8954,9123,255;0;0,2,147,8,0,161,9101,9115,14,1
21909ref,775,1085,JUNC00000023,129,-,775,1085,255;0;0,2,147,150,0,160,922,935,13,1
21909ref,977,1161,JUNC00000031,13,+,977,1161,255;0;0,2,25,146,0,38,1002,1015,13,1
21909ref,847,1027,JUNC00000019,29,+,847,1027,255;0;0,2,20,149,0,31,867,878,11,1
21909ref,6094,6280,JUNC00000177,416,-,6094,6280,255;0;0,2,26,149,0,37,6120,6131,11,1
21909ref,970,1151,JUNC00000028,6,-,970,1151,255;0;0,2,22,149,0,32,992,1002,10,1
21909ref,848,1148,JUNC00000029,10,+,848,1148,255;0;0,2,148,142,0,158,996,1006,10,1
21909ref,976,1081,JUNC00000037,4,+,976,1081,255;0;0,2,69,26,0,79,1045,1055,10,1
21909ref,6485,6685,JUNC00000189,14,-,6485,6685,255;0;0,2,41,149,0,51,6526,6536,10,1
21909ref,3257,3416,JUNC00000134,1,+,3257,3416,255;0;0,2,105,45,0,114,3362,3371,9,1
21909ref,5092,5318,JUNC00000168,7,+,5092,5318,255;0;0,2,146,71,0,155,5238,5247,9,1
21909ref,7517,7698,JUNC00000194,3,+,7517,7698,255;0;0,2,25,147,0,34,7542,7551,9,1
21909ref,9030,9196,JUNC00000229,9,+,9030,9196,255;0;0,2,149,8,0,158,9179,9188,9,1
21909ref,762,1067,JUNC00000021,42,-,762,1067,255;0;0,2,147,150,0,155,909,917,8,1
21909ref,1002,1306,JUNC00000073,1381,-,1002,1306,255;0;0,2,148,148,0,156,1150,1158,8,1
21909ref,2659,2963,JUNC00000119,28,+,2659,2963,255;0;0,2,147,149,0,155,2806,2814,8,1
21909ref,824,1126,JUNC00000024,1037,+,824,1126,255;0;0,2,145,150,0,152,969,976,7,1
21909ref,952,1128,JUNC00000027,23,+,952,1128,255;0;0,2,26,143,0,33,978,985,7,1
21909ref,1857,2164,JUNC00000094,93,+,1857,2164,255;0;0,2,150,150,0,157,2007,2014,7,1
21909ref,2440,2619,JUNC00000100,3,+,2440,2619,255;0;0,2,24,148,0,31,2464,2471,7,1
21909ref,2482,2660,JUNC00000115,2,+,2482,2660,255;0;0,2,149,22,0,156,2631,2638,7,1
21909ref,7529,7833,JUNC00000201,11,+,7529,7833,255;0;0,2,149,148,0,156,7678,7685,7,1
21909ref,7540,7845,JUNC00000203,20,+,7540,7845,255;0;0,2,149,149,0,156,7689,7696,7,1
21909ref,9515,9792,JUNC00000236,10,+,9515,9792,255;0;0,2,124,146,0,131,9639,9646,7,1
21909ref,973,1273,JUNC00000050,4,+,973,1273,255;0;0,2,149,145,0,155,1122,1128,6,1
21909ref,2353,2650,JUNC00000102,73,+,2353,2650,255;0;0,2,148,143,0,154,2501,2507,6,1
21909ref,6069,6233,JUNC00000182,4,+,6069,6233,255;0;0,2,150,8,0,156,6219,6225,6,1
21909ref,710,1007,JUNC00000018,95,-,710,1007,255;0;0,2,145,147,0,150,855,860,5,1
21909ref,2446,2635,JUNC00000101,5,+,2446,2635,255;0;0,2,35,149,0,40,2481,2486,5,1
21909ref,5955,6260,JUNC00000176,8,+,5955,6260,255;0;0,2,150,150,0,155,6105,6110,5,1
21909ref,7501,7603,JUNC00000197,12,-,7501,7603,255;0;0,2,72,25,0,77,7573,7578,5,1
21909ref,7725,7906,JUNC00000209,11,-,7725,7906,255;0;0,2,150,26,0,155,7875,7880,5,1
21909ref,8760,9062,JUNC00000222,3,+,8760,9062,255;0;0,2,148,149,0,153,8908,8913,5,1
21909ref,8807,9078,JUNC00000225,18607,+,8807,9078,255;0;0,2,116,150,0,121,8923,8928,5,1
21909ref,9452,9663,JUNC00000234,502,+,9452,9663,255;0;0,2,58,148,0,63,9510,9515,5,1
21909ref,9479,9656,JUNC00000235,10,+,9479,9656,255;0;0,2,148,24,0,153,9627,9632,5,1
21909ref,10162,10318,JUNC00000243,1,+,10162,10318,255;0;0,2,141,10,0,146,10303,10308,5,1
22749ref,219,9246,JUNC00000004,3,+,219,9246,255;0;0,2,149,149,0,8878,368,9097,8729,1
22749ref,721,9059,JUNC00000021,7,+,721,9059,255;0;0,2,9,144,0,8194,730,8915,8185,1
22749ref,909,9303,JUNC00000038,7,+,909,9303,255;0;0,2,146,66,0,8328,1055,9237,8182,1
22749ref,792,9054,JUNC00000028,43,+,792,9054,255;0;0,2,34,139,0,8123,826,8915,8089,1
22749ref,964,9238,JUNC00000050,8,+,964,9238,255;0;0,2,150,150,0,8124,1114,9088,7974,1
22749ref,1219,9378,JUNC00000062,7,-,1219,9378,255;0;0,2,148,144,0,8015,1367,9234,7867,1
22749ref,1261,9214,JUNC00000070,211,+,1261,9214,255;0;0,2,150,23,0,7930,1411,9191,7780,1
22749ref,1884,9838,JUNC00000089,78,-,1884,9838,255;0;0,2,58,150,0,7804,1942,9688,7746,1
22749ref,1307,9175,JUNC00000065,2,+,1307,9175,255;0;0,2,76,75,0,7793,1383,9100,7717,1
22749ref,1851,9669,JUNC00000090,1,+,1851,9669,255;0;0,2,121,30,0,7788,1972,9639,7667,1
22749ref,919,8655,JUNC00000040,8,-,919,8655,255;0;0,2,149,145,0,7591,1068,8510,7442,1
22749ref,2549,10127,JUNC00000110,18,+,2549,10127,255;0;0,2,148,80,0,7498,2697,10047,7350,1
22749ref,2251,9554,JUNC00000096,1,+,2251,9554,255;0;0,2,8,26,0,7277,2259,9528,7269,1
22749ref,2190,9610,JUNC00000097,1,-,2190,9610,255;0;0,2,86,65,0,7355,2276,9545,7269,1
22749ref,322,7701,JUNC00000005,43,+,322,7701,255;0;0,2,149,120,0,7259,471,7581,7110,1
22749ref,1082,8484,JUNC00000059,11,-,1082,8484,255;0;0,2,142,150,0,7252,1224,8334,7110,1
22749ref,615,7637,JUNC00000025,26,+,615,7637,255;0;0,2,149,86,0,6936,764,7551,6787,1
22749ref,1005,7719,JUNC00000036,24,+,1005,7719,255;0;0,2,10,145,0,6569,1015,7574,6559,1
22749ref,908,7701,JUNC00000037,73,+,908,7701,255;0;0,2,147,141,0,6652,1055,7560,6505,1
22749ref,1793,8578,JUNC00000088,3,-,1793,8578,255;0;0,2,149,147,0,6638,1942,8431,6489,1
22749ref,972,7736,JUNC00000054,87,+,972,7736,255;0;0,2,150,146,0,6618,1122,7590,6468,1
22749ref,934,7550,JUNC00000043,5,+,934,7550,255;0;0,2,149,46,0,6570,1083,7504,6421,1
22749ref,3046,9631,JUNC00000123,11,+,3046,9631,255;0;0,2,150,24,0,6561,3196,9607,6411,1
22749ref,2627,8586,JUNC00000109,3,+,2627,8586,255;0;0,2,55,148,0,5811,2682,8438,5756,1
22749ref,3378,9124,JUNC00000130,3,+,3378,9124,255;0;0,2,8,147,0,5599,3386,8977,5591,1
22749ref,4582,10237,JUNC00000159,5,+,4582,10237,255;0;0,2,142,95,0,5560,4724,10142,5418,1
22749ref,972,6312,JUNC00000053,23,+,972,6312,255;0;0,2,150,143,0,5197,1122,6169,5047,1
22749ref,1287,6161,JUNC00000064,3,+,1287,6161,255;0;0,2,96,55,0,4819,1383,6106,4723,1
22749ref,4984,9792,JUNC00000171,13,-,4984,9792,255;0;0,2,146,137,0,4671,5130,9655,4525,1
22749ref,4577,9124,JUNC00000157,1,+,4577,9124,255;0;0,2,120,9,0,4538,4697,9115,4418,1
22749ref,975,5224,JUNC00000039,1,-,975,5224,255;0;0,2,93,58,0,4191,1068,5166,4098,1
22749ref,1857,6241,JUNC00000091,4,+,1857,6241,255;0;0,2,150,138,0,4246,2007,6103,4096,1
22749ref,2010,6050,JUNC00000093,367,+,2010,6050,255;0;0,2,24,32,0,4008,2034,6018,3984,1
22749ref,4290,8363,JUNC00000150,4,+,4290,8363,255;0;0,2,74,23,0,4050,4364,8340,3976,1
22749ref,1761,5791,JUNC00000083,2,-,1761,5791,255;0;0,2,33,148,0,3882,1794,5643,3849,1
22749ref,4962,9032,JUNC00000170,2,+,4962,9032,255;0;0,2,147,119,0,3951,5109,8913,3804,1
22749ref,977,4853,JUNC00000056,74,+,977,4853,255;0;0,2,150,12,0,3864,1127,4841,3714,1
22749ref,977,4802,JUNC00000055,106,+,977,4802,255;0;0,2,150,62,0,3763,1127,4740,3613,1
22749ref,3195,6955,JUNC00000127,361,+,3195,6955,255;0;0,2,147,104,0,3656,3342,6851,3509,1
22749ref,4237,8004,JUNC00000152,13,-,4237,8004,255;0;0,2,145,147,0,3620,4382,7857,3475,1
22749ref,6141,9259,JUNC00000197,2,+,6141,9259,255;0;0,2,40,111,0,3007,6181,9148,2967,1
22749ref,6136,9188,JUNC00000196,2,+,6136,9188,255;0;0,2,35,116,0,2936,6171,9072,2901,1
22749ref,4685,7811,JUNC00000166,5,+,4685,7811,255;0;0,2,124,140,0,2986,4809,7671,2862,1
22749ref,972,3999,JUNC00000052,27,+,972,3999,255;0;0,2,150,25,0,3002,1122,3974,2852,1
22749ref,3243,6165,JUNC00000129,2,+,3243,6165,255;0;0,2,124,23,0,2899,3367,6142,2775,1
22749ref,6100,9102,JUNC00000198,7,+,6100,9102,255;0;0,2,147,105,0,2897,6247,8997,2750,1
22749ref,962,3986,JUNC00000048,23,+,962,3986,255;0;0,2,149,148,0,2876,1111,3838,2727,1
22749ref,5016,7770,JUNC00000172,13,+,5016,7770,255;0;0,2,148,29,0,2725,5164,7741,2577,1
22749ref,3338,6023,JUNC00000133,10,+,3338,6023,255;0;0,2,143,86,0,2599,3481,5937,2456,1
22749ref,7558,10165,JUNC00000219,189,+,7558,10165,255;0;0,2,143,10,0,2597,7701,10155,2454,1
22749ref,6618,9207,JUNC00000204,1,+,6618,9207,255;0;0,2,44,107,0,2482,6662,9100,2438,1
22749ref,7723,10199,JUNC00000226,135,+,7723,10199,255;0;0,2,150,47,0,2429,7873,10152,2279,1
22749ref,618,2866,JUNC00000024,8,+,618,2866,255;0;0,2,146,26,0,2222,764,2840,2076,1
22749ref,6112,8312,JUNC00000203,90,+,6112,8312,255;0;0,2,149,12,0,2188,6261,8300,2039,1
22749ref,2604,4765,JUNC00000108,5,+,2604,4765,255;0;0,2,66,132,0,2029,2670,4633,1963,1
22749ref,5725,7707,JUNC00000179,5,+,5725,7707,255;0;0,2,59,46,0,1936,5784,7661,1877,1
22749ref,1312,3129,JUNC00000060,1,+,1312,3129,255;0;0,2,11,43,0,1774,1323,3086,1763,1
22749ref,1362,3212,JUNC00000074,749,-,1362,3212,255;0;0,2,149,8,0,1842,1511,3204,1693,1
22749ref,3345,5059,JUNC00000131,2,+,3345,5059,255;0;0,2,49,102,0,1612,3394,4957,1563,1
22749ref,7469,9272,JUNC00000212,13,-,7469,9272,255;0;0,2,147,150,0,1653,7616,9122,1506,1
22749ref,7967,9673,JUNC00000233,83,+,7967,9673,255;0;0,2,145,143,0,1563,8112,9530,1418,1
22749ref,6207,7811,JUNC00000200,5,+,6207,7811,255;0;0,2,42,150,0,1454,6249,7661,1412,1
22749ref,4654,6203,JUNC00000162,2,-,4654,6203,255;0;0,2,92,59,0,1490,4746,6144,1398,1
22749ref,4617,6284,JUNC00000164,18,+,4617,6284,255;0;0,2,148,142,0,1525,4765,6142,1377,1
22749ref,7693,9175,JUNC00000221,2,+,7693,9175,255;0;0,2,48,60,0,1422,7741,9115,1374,1
22749ref,4580,6248,JUNC00000161,31,+,4580,6248,255;0;0,2,148,148,0,1520,4728,6100,1372,1
22749ref,6112,7727,JUNC00000202,40,+,6112,7727,255;0;0,2,149,146,0,1469,6261,7581,1320,1
22749ref,964,2557,JUNC00000049,10,+,964,2557,255;0;0,2,150,150,0,1443,1114,2407,1293,1
22749ref,529,1994,JUNC00000020,2,+,529,1994,255;0;0,2,145,85,0,1380,674,1909,1235,1
22749ref,4581,6016,JUNC00000158,19,+,4581,6016,255;0;0,2,143,73,0,1362,4724,5943,1219,1
22749ref,7850,9138,JUNC00000229,7,+,7850,9138,255;0;0,2,126,44,0,1244,7976,9094,1118,1
22749ref,569,1826,JUNC00000019,2,+,569,1826,255;0;0,2,105,46,0,1211,674,1780,1106,1
22749ref,7782,8949,JUNC00000222,1,+,7782,8949,255;0;0,2,43,108,0,1059,7825,8841,1016,1
22749ref,7894,9034,JUNC00000231,11,+,7894,9034,255;0;0,2,140,10,0,1130,8034,9024,990,1
22749ref,6174,7308,JUNC00000199,2,+,6174,7308,255;0;0,2,75,76,0,1058,6249,7232,983,1
22749ref,7647,8816,JUNC00000218,14,+,7647,8816,255;0;0,2,52,142,0,1027,7699,8674,975,1
22749ref,933,1948,JUNC00000042,44,+,933,1948,255;0;0,2,150,149,0,866,1083,1799,716,1
22749ref,194,1125,JUNC00000003,154,+,194,1125,255;0;0,2,150,149,0,782,344,976,632,1
22749ref,8494,9345,JUNC00000246,18,+,8494,9345,255;0;0,2,149,101,0,750,8643,9244,601,1
22749ref,1000,1851,JUNC00000058,10,-,1000,1851,255;0;0,2,150,125,0,726,1150,1726,576,1
22749ref,6018,6732,JUNC00000192,8,+,6018,6732,255;0;0,2,48,128,0,586,6066,6604,538,1
22749ref,933,1614,JUNC00000041,31,+,933,1614,255;0;0,2,150,8,0,673,1083,1606,523,1
22749ref,9525,10164,JUNC00000260,300,+,9525,10164,255;0;0,2,148,9,0,630,9673,10155,482,1
22749ref,332,1096,JUNC00000007,13,+,332,1096,255;0;0,2,145,147,0,617,477,949,472,1
22749ref,332,963,JUNC00000008,155,-,332,963,255;0;0,2,149,10,0,621,481,953,472,1
22749ref,9059,9647,JUNC00000259,1,+,9059,9647,255;0;0,2,125,8,0,580,9184,9639,455,1
22749ref,8493,9234,JUNC00000245,13,+,8493,9234,255;0;0,2,150,146,0,595,8643,9088,445,1
22749ref,2588,3183,JUNC00000106,2,-,2588,3183,255;0;0,2,19,150,0,445,2607,3033,426,1
22749ref,2470,3195,JUNC00000107,11,+,2470,3195,255;0;0,2,149,150,0,575,2619,3045,426,1
22749ref,1238,1942,JUNC00000063,8,+,1238,1942,255;0;0,2,145,149,0,555,1383,1793,410,1
22749ref,4580,5162,JUNC00000160,7,+,4580,5162,255;0;0,2,148,25,0,557,4728,5137,409,1
22749ref,7133,7727,JUNC00000207,2,+,7133,7727,255;0;0,2,52,146,0,448,7185,7581,396,1
22749ref,5693,6231,JUNC00000176,2,+,5693,6231,255;0;0,2,10,141,0,397,5703,6090,387,1
22749ref,5631,6265,JUNC00000177,17,-,5631,6265,255;0;0,2,98,149,0,485,5729,6116,387,1
22749ref,3632,4149,JUNC00000135,1,+,3632,4149,255;0;0,2,26,111,0,406,3658,4038,380,1
22749ref,7865,8523,JUNC00000230,5,+,7865,8523,255;0;0,2,150,148,0,510,8015,8375,360,1
22749ref,7495,8047,JUNC00000211,9,+,7495,8047,255;0;0,2,47,150,0,402,7542,7897,355,1
22749ref,492,1126,JUNC00000017,173,+,492,1126,255;0;0,2,148,150,0,484,640,976,336,1
22749ref,3541,4125,JUNC00000134,5,+,3541,4125,255;0;0,2,101,149,0,435,3642,3976,334,1
22749ref,5624,6215,JUNC00000178,23,+,5624,6215,255;0;0,2,109,149,0,442,5733,6066,333,1
22749ref,3852,4474,JUNC00000138,3,-,3852,4474,255;0;0,2,149,143,0,479,4001,4331,330,1
22749ref,949,1475,JUNC00000045,18,+,949,1475,255;0;0,2,146,73,0,453,1095,1402,307,1
22749ref,2017,2479,JUNC00000095,6,-,2017,2479,255;0;0,2,30,125,0,337,2047,2354,307,1
22749ref,1578,2024,JUNC00000078,1,+,1578,2024,255;0;0,2,108,43,0,403,1686,1981,295,1
22749ref,938,1452,JUNC00000035,21,+,938,1452,255;0;0,2,77,144,0,370,1015,1308,293,1
22749ref,3866,4309,JUNC00000137,1,+,3866,4309,255;0;0,2,61,90,0,353,3927,4219,292,1
22749ref,2600,3141,JUNC00000111,2,+,2600,3141,255;0;0,2,106,150,0,391,2706,2991,285,1
22749ref,1587,2018,JUNC00000077,1,+,1587,2018,255;0;0,2,56,95,0,336,1643,1923,280,1
22749ref,5672,6223,JUNC00000180,3,-,5672,6223,255;0;0,2,148,133,0,418,5820,6090,270,1
22749ref,5681,6244,JUNC00000182,10,+,5681,6244,255;0;0,2,149,144,0,419,5830,6100,270,1
22749ref,3332,3818,JUNC00000132,3,+,3332,3818,255;0;0,2,149,70,0,416,3481,3748,267,1
22749ref,9679,10215,JUNC00000261,64,-,9679,10215,255;0;0,2,147,134,0,402,9826,10081,255,1
22749ref,643,1133,JUNC00000023,26,+,643,1133,255;0;0,2,121,118,0,372,764,1015,251,1
22749ref,1663,2118,JUNC00000079,8,+,1663,2118,255;0;0,2,86,146,0,309,1749,1972,223,1
22749ref,1495,1858,JUNC00000075,3,+,1495,1858,255;0;0,2,70,81,0,282,1565,1777,212,1
22749ref,7872,8232,JUNC00000228,1,-,7872,8232,255;0;0,2,44,107,0,253,7916,8125,209,1
22749ref,1732,2088,JUNC00000081,1,-,1732,2088,255;0;0,2,37,114,0,242,1769,1974,205,1
22749ref,5592,5940,JUNC00000174,2289,+,5592,5940,255;0;0,2,8,149,0,199,5600,5791,191,1
22749ref,8928,9335,JUNC00000254,12,+,8928,9335,255;0;0,2,69,147,0,260,8997,9188,191,1
22749ref,380,860,JUNC00000011,5,-,380,860,255;0;0,2,148,148,0,332,528,712,184,1
22749ref,515,850,JUNC00000014,2,+,515,850,255;0;0,2,31,120,0,215,546,730,184,1
22749ref,1276,1654,JUNC00000071,378,+,1276,1654,255;0;0,2,149,45,0,333,1425,1609,184,1
22749ref,357,835,JUNC00000009,3,-,357,835,255;0;0,2,150,149,0,329,507,686,179,1
22749ref,7573,8016,JUNC00000217,18,+,7573,8016,255;0;0,2,126,143,0,300,7699,7873,174,1
22749ref,7553,8015,JUNC00000216,14,+,7553,8015,255;0;0,2,146,148,0,314,7699,7867,168,1
22749ref,8338,8657,JUNC00000239,1,+,8338,8657,255;0;0,2,100,51,0,268,8438,8606,168,1
22749ref,2786,3142,JUNC00000114,12,+,2786,3142,255;0;0,2,41,148,0,208,2827,2994,167,1
22749ref,8780,9238,JUNC00000251,379,+,8780,9238,255;0;0,2,141,150,0,308,8921,9088,167,1
22749ref,4126,4443,JUNC00000142,2,+,4126,4443,255;0;0,2,32,120,0,197,4158,4323,165,1
22749ref,8780,9233,JUNC00000250,2446,+,8780,9233,255;0;0,2,141,150,0,303,8921,9083,162,1
22749ref,388,838,JUNC00000013,103,+,388,838,255;0;0,2,146,144,0,306,534,694,160,1
22749ref,56,438,JUNC00000001,20,+,56,438,255;0;0,2,150,73,0,309,206,365,159,1
22749ref,617,958,JUNC00000018,2,+,617,958,255;0;0,2,39,146,0,195,656,812,156,1
22749ref,1265,1606,JUNC00000069,9,+,1265,1606,255;0;0,2,146,41,0,300,1411,1565,154,1
22749ref,8299,8625,JUNC00000240,2,+,8299,8625,255;0;0,2,147,25,0,301,8446,8600,154,1
22749ref,207,455,JUNC00000002,2,-,207,455,255;0;0,2,24,71,0,177,231,384,153,1
22749ref,670,1100,JUNC00000026,16,-,670,1100,255;0;0,2,146,147,0,283,816,953,137,1
22749ref,1263,1599,JUNC00000068,41,+,1263,1599,255;0;0,2,148,51,0,285,1411,1548,137,1
22749ref,4394,4704,JUNC00000155,7,-,4394,4704,255;0;0,2,138,37,0,273,4532,4667,135,1
22749ref,4396,4729,JUNC00000156,12,-,4396,4729,255;0;0,2,143,55,0,278,4539,4674,135,1
22749ref,3962,4388,JUNC00000141,12,-,3962,4388,255;0;0,2,145,148,0,278,4107,4240,133,1
22749ref,2698,2999,JUNC00000116,11,+,2698,2999,255;0;0,2,150,19,0,282,2848,2980,132,1
22749ref,7774,8053,JUNC00000227,1,+,7774,8053,255;0;0,2,142,9,0,270,7916,8044,128,1
22749ref,2779,3056,JUNC00000118,1,+,2779,3056,255;0;0,2,142,9,0,268,2921,3047,126,1
22749ref,2437,2852,JUNC00000104,24,+,2437,2852,255;0;0,2,147,148,0,267,2584,2704,120,1
22749ref,4664,5048,JUNC00000165,10,+,4664,5048,255;0;0,2,145,121,0,263,4809,4927,118,1
22749ref,7696,8106,JUNC00000223,5,+,7696,8106,255;0;0,2,144,149,0,261,7840,7957,117,1
22749ref,1903,2170,JUNC00000092,257,+,1903,2170,255;0;0,2,131,20,0,247,2034,2150,116,1
22749ref,2453,2738,JUNC00000100,6,-,2453,2738,255;0;0,2,83,86,0,199,2536,2652,116,1
22749ref,3652,3917,JUNC00000136,2,+,3652,3917,255;0;0,2,30,121,0,144,3682,3796,114,1
22749ref,4176,4529,JUNC00000148,34,+,4176,4529,255;0;0,2,147,94,0,259,4323,4435,112,1
22749ref,4822,5160,JUNC00000168,2,-,4822,5160,255;0;0,2,78,148,0,190,4900,5012,112,1
22749ref,8986,9395,JUNC00000255,3520,+,8986,9395,255;0;0,2,150,148,0,261,9136,9247,111,1
22749ref,3208,3405,JUNC00000126,1,+,3208,3405,255;0;0,2,68,19,0,178,3276,3386,110,1
22749ref,737,1083,JUNC00000027,31,+,737,1083,255;0;0,2,89,148,0,198,826,935,109,1
22749ref,5362,5616,JUNC00000173,1,+,5362,5616,255;0;0,2,98,53,0,201,5460,5563,103,1
22749ref,4763,5016,JUNC00000167,3,-,4763,5016,255;0;0,2,100,51,0,202,4863,4965,102,1
